#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Vs. (USA);Vs. (USA);Sony PlayStation;;;;;;;;;;;;;;
Harmful Park (Japan);Harmful Park (Japan);Sony PlayStation;;1997;Sky Think Systems;Shooter;2;;;;;;;;;
Harry Potter and the Chamber of Secrets (USA) (En,Fr,Es);Harry Potter and the Chamber of Secrets (USA) (En,Fr,Es);Sony PlayStation;;2002;Electronic Arts;Action;1;;;;;;;;;
Harry Potter and the Sorcerer's Stone (USA) (En,Fr,Es);Harry Potter and the Sorcerer's Stone (USA) (En,Fr,Es);Sony PlayStation;;2001;Electronic Arts;Action / Adventure;1;;;;;;;;;
Harvest Moon - Back to Nature (USA);Harvest Moon - Back to Nature (USA);Sony PlayStation;;2000;Natsume;Life Simulation;1;;;;;;;;;
Heart of Darkness (USA);Heart of Darkness (USA);Sony PlayStation;;1998;Interplay;Platform / Puzzle / Shooter;1;;;;;;;;;
Hebereke's Popoitto (Europe);Hebereke's Popoitto (Europe);Sony PlayStation;;;;;;;;;;;;;;
Hellboy - Asylum Seeker (USA);Hellboy - Asylum Seeker (USA);Sony PlayStation;;2004;DreamCatcher Interactive;Action;;;;;;;;;;
Hellnight (Europe) (En,Fr,De);Hellnight (Europe) (En,Fr,De);Sony PlayStation;;1999;Konami;Adventure / Horror / Stealth;1;;;;;;;;;
Hello Kitty - Cube Frenzy (USA);Hello Kitty - Cube Frenzy (USA);Sony PlayStation;;;;;;;;;;;;;;
Herc's Adventures (USA);Herc's Adventures (USA);Sony PlayStation;;1997;LucasArts;Action / Adventure;1;;;;;;;;;
Herkules (Europe) (En,De);Herkules (Europe) (En,De);Sony PlayStation;;;;;;;;;;;;;;
Hexen (USA);Hexen (USA);Sony PlayStation;;;;;;;;;;;;;;
Hi-Octane - The Track Fights Back! (USA) (En,Fr,De,Es);Hi-Octane - The Track Fights Back! (USA) (En,Fr,De,Es);Sony PlayStation;;;;;;;;;;;;;;
Hidden & Dangerous (Europe) (En,Fr,De,Es,It);Hidden & Dangerous (Europe) (En,Fr,De,Es,It);Sony PlayStation;;2001;Take-Two Interactive;Shooter;1;;;;;;;;;
High Heat Baseball 2000 (USA);High Heat Baseball 2000 (USA);Sony PlayStation;;;;;;;;;;;;;;
High Heat Major League Baseball 2002 (USA);High Heat Major League Baseball 2002 (USA);Sony PlayStation;;2001;3do;Sports;;;;;;;;;;
Hive, The (USA);Hive, The (USA);Sony PlayStation;;1996;Trimark Interactive;;;;;;;;;;;
Hogs of War (USA);Hogs of War (USA);Sony PlayStation;;2000;Infogrames;Strategy;2;;;;;;;;;
Hooters Road Trip (USA);Hooters Road Trip (USA);Sony PlayStation;;2002;Ubi Soft;Racing;2;;;;;;;;;
Hoshigami - Ruining Blue Earth (USA);Hoshigami - Ruining Blue Earth (USA);Sony PlayStation;;2001;Atlus;Role-Playing / Strategy;;;;;;;;;;
Hot Shot (Europe);Hot Shot (Europe);Sony PlayStation;;;;;;;;;;;;;;
Hot Shots Golf (USA);Hot Shots Golf (USA);Sony PlayStation;;1997;Sony Computer Entertainment Japan;Sports;4+;;;;;;;;;
Hot Shots Golf 2 (USA);Hot Shots Golf 2 (USA);Sony PlayStation;;2000;Sony;Sports;4+;;;;;;;;;
Hot Wheels - Extreme Racing (USA);Hot Wheels - Extreme Racing (USA);Sony PlayStation;;2001;THQ;Racing;;;;;;;;;;
Hot Wheels - Turbo Racing (USA);Hot Wheels - Turbo Racing (USA);Sony PlayStation;;1999;Electronic Arts;Racing;2;;;;;;;;;
Hugo (Europe);Hugo (Europe);Sony PlayStation;;1998;ITE Media;Platform;1;;;;;;;;;
Hugo - Black Diamond Fever (Europe) (En,Sv,Fi);Hugo - Black Diamond Fever (Europe) (En,Sv,Fi);Sony PlayStation;;;Electronic Arts;Platform;1;;;;;;;;;
Hugo - Frog Fighter (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi);Hugo - Frog Fighter (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi);Sony PlayStation;;2002;Silverrock Productions / ITE;Platform;1;;;;;;;;;
Hugo - The Evil Mirror (USA) (En,Es);Hugo - The Evil Mirror (USA) (En,Es);Sony PlayStation;;2004;XS Games;;;;;;;;;;;
Hugo - The Quest for the Sunstones (Europe) (En,Fr,De,Es,It,Pt,Sv,No,Da,Fi);Hugo - The Quest for the Sunstones (Europe) (En,Fr,De,Es,It,Pt,Sv,No,Da,Fi);Sony PlayStation;;2000;ITE Media;Platform;1;;;;;;;;;
Hugo 2 (Europe);Hugo 2 (Europe);Sony PlayStation;;2000;ITE Media;Action / Puzzle;1;;;;;;;;;
Hunchback of Notredame (Europe);Hunchback of Notredame (Europe);Sony PlayStation;;;;;;;;;;;;;;
Hybrid (Europe);Hybrid (Europe);Sony PlayStation;;2002;Midas Interactive Entertainment;Shooter;1;;;;;;;;;
Hydro Thunder (USA);Hydro Thunder (USA);Sony PlayStation;;2000;Midway;Racing;2;;;;;;;;;
Hyper Tennis - Final Match (Europe);Hyper Tennis - Final Match (Europe);Sony PlayStation;;;;;;;;;;;;;;
I.Q - Intelligent Qube (USA);I.Q - Intelligent Qube (USA);Sony PlayStation;;;;;;;;;;;;;;
IHRA Drag Racing (USA);IHRA Drag Racing (USA);Sony PlayStation;;;;;;;;;;;;;;
ISS Pro Evolution (USA);ISS Pro Evolution (USA);Sony PlayStation;;2000;Konami;Sports;4+;;;;;;;;;
ISS Pro Evolution 2 (Europe) (En,Fr,De);ISS Pro Evolution 2 (Europe) (En,Fr,De);Sony PlayStation;;2001;Konami;Sports;4+;;;;;;;;;
Ian Livingstone's Deathtrap Dungeon (USA);Ian Livingstone's Deathtrap Dungeon (USA);Sony PlayStation;;;;;;;;;;;;;;
Image Fight and X-Multiply - Arcade Gears (Japan);Image Fight and X-Multiply - Arcade Gears (Japan);Sony PlayStation;;;;;;;;;;;;;;
Impact Racing (USA);Impact Racing (USA);Sony PlayStation;;1996;Acclaim;Racing / Shooter;;;;;;;;;;
In Cold Blood (USA);In Cold Blood (USA);Sony PlayStation;;2001;Midway Games;Action / Stealth;1;;;;;;;;;
In the Hunt (USA);In the Hunt (USA);Sony PlayStation;;1996;Xing Entertaiment;Action;2;;;;;;;;;
Incredible Crisis (USA);Incredible Crisis (USA);Sony PlayStation;;2000;Titus;Action;1;;;;;;;;;
Incredible Hulk, The - The Pantheon Saga (USA);Incredible Hulk, The - The Pantheon Saga (USA);Sony PlayStation;;1997;Eidos;Action;;;;;;;;;;
Independence Day (USA);Independence Day (USA);Sony PlayStation;;1997;Fox Interactive;Action;1;;;;;;;;;
Indy 500 (Europe);Indy 500 (Europe);Sony PlayStation;;;;;;;;;;;;;;
Infestation (Europe) (En,Fr,De,Es,It,Nl);Infestation (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;;;;;;;;;;;;;
Inspector Gadget - Gadget's Crazy Maze (USA) (En,Fr,De,Es,It,Nl);Inspector Gadget - Gadget's Crazy Maze (USA) (En,Fr,De,Es,It,Nl);Sony PlayStation;;2001;Ubi Soft;Action / Puzzle;;;;;;;;;;
Intellivision Classic Games (USA);Intellivision Classic Games (USA);Sony PlayStation;;1999;Activision;Action / Shooter / Sports;;;;;;;;;;
International Cricket Captain 2000 (Europe);International Cricket Captain 2000 (Europe);Sony PlayStation;;;;;;;;;;;;;;
International Cricket Captain 2001 - Ashes Edition (Europe);International Cricket Captain 2001 - Ashes Edition (Europe);Sony PlayStation;;2001;Empire Interactive;Sports;1;;;;;;;;;
International Cricket Captain 2002 (Europe);International Cricket Captain 2002 (Europe);Sony PlayStation;;;;;;;;;;;;;;
International Karate + (Europe);International Karate + (Europe);Sony PlayStation;;;;;;;;;;;;;;
International Moto X (Europe) (En,Fr,De,Es,It,Nl);International Moto X (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;;;;;;;;;;;;;
International Superstar Soccer (Europe) (En,De);International Superstar Soccer (Europe) (En,De);Sony PlayStation;;;;;;;;;;;;;;
International Superstar Soccer Deluxe (Europe);International Superstar Soccer Deluxe (Europe);Sony PlayStation;;1997;Konami;Sports;4+;;;;;;;;;
International Superstar Soccer Pro '98 (USA) (En,Fr,De,Es,It);International Superstar Soccer Pro '98 (USA) (En,Fr,De,Es,It);Sony PlayStation;;1998;Konami;Sports;4+;;;;;;;;;
International Track & Field (USA);International Track & Field (USA);Sony PlayStation;;1996;Konami;Sports;2;;;;;;;;;
International Track & Field 2000 (USA);International Track & Field 2000 (USA);Sony PlayStation;;1999;Konami;Sports;;;;;;;;;;
Interplay Sports Baseball 2000 (USA);Interplay Sports Baseball 2000 (USA);Sony PlayStation;;1999;Interplay;Sports;2;;;;;;;;;
Inuyasha - A Feudal Fairy Tale (USA) (v1.1);Inuyasha - A Feudal Fairy Tale (USA) (v1.1);Sony PlayStation;;2003;Bandai;Fighting;2;;;;;;;;;
Invasion (Europe) (En,Fr,De,Es,It,Nl);Invasion (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;;;;;;;;;;;;;
Invasion from Beyond (USA);Invasion from Beyond (USA);Sony PlayStation;;1998;GT Interactive;Action / Shooter;1;;;;;;;;;
Iron Man & X-O Manowar in Heavy Metal (USA);Iron Man & X-O Manowar in Heavy Metal (USA);Sony PlayStation;;1996;Acclaim;Action / Fighting / Shooter;1;;;;;;;;;
Iron Soldier 3 (USA);Iron Soldier 3 (USA);Sony PlayStation;;2000;Vatical;Shooter;;;;;;;;;;
Irritating Stick (USA);Irritating Stick (USA);Sony PlayStation;;1999;Jaleco;;;;;;;;;;;
Italian Job, The (USA);Italian Job, The (USA);Sony PlayStation;;2002;Rockstar;Racing;;;;;;;;;;
Iznogoud (Europe) (En,Fr,De,It,Nl);Iznogoud (Europe) (En,Fr,De,It,Nl);Sony PlayStation;;1998;Microids;Platform;1;;;;;;;;;
Jackie Chan Stuntmaster (USA);Jackie Chan Stuntmaster (USA);Sony PlayStation;;2000;Midway;Action / Platform;1;;;;;;;;;
Jade Cocoon - Story of the Tamamayu (USA);Jade Cocoon - Story of the Tamamayu (USA);Sony PlayStation;;1998;Crave Entertainment;Role-Playing;1;;;;;;;;;
Jarrett & Labonte Stock Car Racing (USA);Jarrett & Labonte Stock Car Racing (USA);Sony PlayStation;;2000;Codemasters;Racing / Sports;2;;;;;;;;;
Jeff Wayne's The War of the Worlds (Europe);Jeff Wayne's The War of the Worlds (Europe);Sony PlayStation;;;;;;;;;;;;;;
Jeopardy! (USA);Jeopardy! (USA);Sony PlayStation;;;;;;;;;;;;;;
Jeopardy! 2nd Edition (USA);Jeopardy! 2nd Edition (USA);Sony PlayStation;;2000;Hasbro;Puzzle;4+;;;;;;;;;
Jeremy McGrath Supercross 2000 (USA);Jeremy McGrath Supercross 2000 (USA);Sony PlayStation;;2000;Acclaim;Racing;;;;;;;;;;
Jeremy McGrath Supercross 98 (USA);Jeremy McGrath Supercross 98 (USA);Sony PlayStation;;1998;Acclaim;Racing;;;;;;;;;;
Jersey Devil (USA);Jersey Devil (USA);Sony PlayStation;;1998;Sony;Action / Platform;1;;;;;;;;;
Jet Ace (Europe);Jet Ace (Europe);Sony PlayStation;;;;;;;;;;;;;;
Jet Moto (USA);Jet Moto (USA);Sony PlayStation;;1996;;Vehicle Simulation;;;;;;;;;;
Jet Moto 2 (USA);Jet Moto 2 (USA);Sony PlayStation;;1997;SingleTrac;Racing / Sports;2;;;;;;;;;
Jet Moto 2 - Championship Edition (USA);Jet Moto 2 - Championship Edition (USA);Sony PlayStation;;;;;;;;;;;;;;
Jet Moto 3 (USA);Jet Moto 3 (USA);Sony PlayStation;;1999;Sony;Racing;2;;;;;;;;;
Jetracer (Europe) (En,Fr,De);Jetracer (Europe) (En,Fr,De);Sony PlayStation;;;;;;;;;;;;;;
Jigsaw Madness (USA);Jigsaw Madness (USA);Sony PlayStation;;2002;XS Games;Puzzle;;;;;;;;;;
Jikkyou Oshaberi Parodius - Forever With Me (Japan);Jikkyou Oshaberi Parodius - Forever With Me (Japan);Sony PlayStation;;1996;Konami;Action / Shooter;2;;;;;;;;;
Jim Henson's Bear in the Big Blue House (USA);Jim Henson's Bear in the Big Blue House (USA);Sony PlayStation;;;;;;;;;;;;;;
Jim Henson's The Hoobs (Europe);Jim Henson's The Hoobs (Europe);Sony PlayStation;;;;;;;;;;;;;;
Jimmy Johnson's VR Football '98 (USA);Jimmy Johnson's VR Football '98 (USA);Sony PlayStation;;1997;Interplay;Sports;;;;;;;;;;
Jimmy White's 2 - Cueball (USA);Jimmy White's 2 - Cueball (USA);Sony PlayStation;;2000;Bam! Entertaiment;Sports;;;;;;;;;;
Jinx (Europe) (En,Fr,De,Es,It);Jinx (Europe) (En,Fr,De,Es,It);Sony PlayStation;;2003;Sony;Platform;1;;;;;;;;;
JoJo's Bizarre Adventure (USA);JoJo's Bizarre Adventure (USA);Sony PlayStation;;2000;Capcom;Fighting;2;;;;;;;;;
Johnny Bazookatone (USA);Johnny Bazookatone (USA);Sony PlayStation;;1996;U.S. Gold;Platform;1;;;;;;;;;
Jonah Lomu Rugby (Europe) (En,De,Es,It);Jonah Lomu Rugby (Europe) (En,De,Es,It);Sony PlayStation;;1997;Codemasters;Sports;4+;;;;;;;;;
Judge Dredd (USA);Judge Dredd (USA);Sony PlayStation;;1998;Activision;Action;2;;;;;;;;;
Juggernaut (USA);Juggernaut (USA);Sony PlayStation;;1998;Jaleco;Adventure;;;;;;;;;;
JumpStart Wildlife Safari - Field Trip (USA);JumpStart Wildlife Safari - Field Trip (USA);Sony PlayStation;;;;;;;;;;;;;;
Jumping Flash! (USA);Jumping Flash! (USA);Sony PlayStation;;1995;Sony Computer Entertainment;Action / Platform;1;;;;;;;;;
Jumping Flash! 2 (USA);Jumping Flash! 2 (USA);Sony PlayStation;;1996;Sony;Platform / Shooter;1;;;;;;;;;
Jupiter Strike (USA);Jupiter Strike (USA);Sony PlayStation;;1995;Acclaim;Shooter;1;;;;;;;;;
K-1 Grand Prix (USA);K-1 Grand Prix (USA);Sony PlayStation;;;;;;;;;;;;;;
K-1 Revenge (USA);K-1 Revenge (USA);Sony PlayStation;;1999;Jaleco;Fighting;;;;;;;;;;
K-1 The Arena Fighters (USA);K-1 The Arena Fighters (USA);Sony PlayStation;;;;;;;;;;;;;;
KISS Pinball (USA);KISS Pinball (USA);Sony PlayStation;;2001;Take 2 Interactive;Action;;;;;;;;;;
KKND Krossfire (Europe);KKND Krossfire (Europe);Sony PlayStation;;1999;Infogrames;Strategy;2;;;;;;;;;
Kagero - Deception II (USA);Kagero - Deception II (USA);Sony PlayStation;;1998;Tecmo;Horror / Role-Playing / Strategy;1;;;;;;;;;
Kart Challenge (Europe) (En,Fr,De,It);Kart Challenge (Europe) (En,Fr,De,It);Sony PlayStation;;2000;Midas Interactive Entertainment;Racing;;;;;;;;;;
Kartia - The Word of Fate (USA);Kartia - The Word of Fate (USA);Sony PlayStation;;1998;Atlus;Role-Playing / Strategy;1;;;;;;;;;
Kensei - Sacred Fist (USA);Kensei - Sacred Fist (USA);Sony PlayStation;;1998;Konami;Action / Fighting;2;;;;;;;;;
Kick Off World (Europe) (En,Fr);Kick Off World (Europe) (En,Fr);Sony PlayStation;;;;;;;;;;;;;;
Kickboxing (USA);Kickboxing (USA);Sony PlayStation;;2002;Agetec;Fighting;;;;;;;;;;
Kileak - The DNA Imperative (USA);Kileak - The DNA Imperative (USA);Sony PlayStation;;1997;Sony;Shooter;1;;;;;;;;;
Killer Loop (USA);Killer Loop (USA);Sony PlayStation;;1999;Crave Entertainment;Racing;2;;;;;;;;;
Killing Zone (USA);Killing Zone (USA);Sony PlayStation;;1996;Acclaim;Fighting;;;;;;;;;;
King of Bowling 2 (Europe);King of Bowling 2 (Europe);Sony PlayStation;;;;;;;;;;;;;;
King of Bowling 3 (Europe);King of Bowling 3 (Europe);Sony PlayStation;;;;;;;;;;;;;;
King of Fighters '95, The (USA);King of Fighters '95, The (USA);Sony PlayStation;;1996;Sony;Fighting;;;;;;;;;;
King of Fighters '99, The (USA);King of Fighters '99, The (USA);Sony PlayStation;;2001;Agetec;Fighting;;;;;;;;;;
King's Field (USA);King's Field (USA);Sony PlayStation;;1995;ASCII;Adventure / Role-Playing;1;;;;;;;;;
King's Field II (USA);King's Field II (USA);Sony PlayStation;;1996;Ascii Entertainment;Adventure / Role-Playing;1;;;;;;;;;
Kingsley's Adventure (USA);Kingsley's Adventure (USA);Sony PlayStation;;1999;Psygnosis Limited;Platform;1;;;;;;;;;
Kirikou (Europe) (En,Fr,De);Kirikou (Europe) (En,Fr,De);Sony PlayStation;;2001;Wanadoo;Action;;;;;;;;;;
Klonoa - Beach Volleyball (Europe) (En,Fr,De,Es,It);Klonoa - Beach Volleyball (Europe) (En,Fr,De,Es,It);Sony PlayStation;;2002;Namco;Sports;4+;;;;;;;;;
Klonoa - Door to Phantomile (USA);Klonoa - Door to Phantomile (USA);Sony PlayStation;;1997;Namco;Platform;1;;;;;;;;;
Knockout Kings (USA);Knockout Kings (USA);Sony PlayStation;;1998;EA, electronic arts;Fighting;2;;;;;;;;;
Knockout Kings 2000 (USA);Knockout Kings 2000 (USA);Sony PlayStation;;1999;Electronic Arts;Sports;1;;;;;;;;;
Knockout Kings 2001 (USA);Knockout Kings 2001 (USA);Sony PlayStation;;2000;Electronic Arts;Sports;;;;;;;;;;
Konami Antiques - MSX Collection Vol.1 (Japan);Konami Antiques - MSX Collection Vol.1 (Japan);Sony PlayStation;;1997;Konami;Action / Platform / Racing / Sports;2;;;;;;;;;
Konami Antiques - MSX Collection Vol.2 (Japan);Konami Antiques - MSX Collection Vol.2 (Japan);Sony PlayStation;;1998;Konami;Action / Platform / Racing / Sports;2;;;;;;;;;
Konami Arcade Classics (USA);Konami Arcade Classics (USA);Sony PlayStation;;1999;Konami;;2;;;;;;;;;
Konami Open Golf (Europe);Konami Open Golf (Europe);Sony PlayStation;;;;;;;;;;;;;;
Kotobuki Grand Prix (Europe);Kotobuki Grand Prix (Europe);Sony PlayStation;;;;;;;;;;;;;;
Koudelka (USA);Koudelka (USA);Sony PlayStation;;1999;SNK;Horror / Role-Playing;1;;;;;;;;;
Krazy Ivan (USA);Krazy Ivan (USA);Sony PlayStation;;1996;Psygnosis;Action;1;;;;;;;;;
Kurt Warner's Arena Football Unleashed (USA);Kurt Warner's Arena Football Unleashed (USA);Sony PlayStation;;;;;;;;;;;;;;
Kurushi (Europe) (En,Fr,De,Es,It);Kurushi (Europe) (En,Fr,De,Es,It);Sony PlayStation;;1997;SCEA;Strategy;1;;;;;;;;;
Kyuin (Japan);Kyuin (Japan);Sony PlayStation;;;;;;;;;;;;;;
LEGO Island 2 - The Brickster's Revenge (USA);LEGO Island 2 - The Brickster's Revenge (USA);Sony PlayStation;;;;;;;;;;;;;;
LEGO Racers (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi);LEGO Racers (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi);Sony PlayStation;;1999;Lego Media;Racing;2;;;;;;;;;
LEGO Rock Raiders (USA);LEGO Rock Raiders (USA);Sony PlayStation;;2000;Lego Media;;;;;;;;;;;
LMA Manager (Europe);LMA Manager (Europe);Sony PlayStation;;;;;;;;;;;;;;
LMA Manager 2001 (Europe);LMA Manager 2001 (Europe);Sony PlayStation;;;;;;;;;;;;;;
LMA Manager 2002 (Europe);LMA Manager 2002 (Europe);Sony PlayStation;;2001;Codemasters;Sports / Strategy;;;;;;;;;;
Land Before Time, The - Big Water Adventure (USA);Land Before Time, The - Big Water Adventure (USA);Sony PlayStation;;2002;TDK;;;;;;;;;;;
Land Before Time, The - Great Valley Racing Adventure (USA);Land Before Time, The - Great Valley Racing Adventure (USA);Sony PlayStation;;2001;TDK;Racing;;;;;;;;;;
Land Before Time, The - Return to the Great Valley (USA);Land Before Time, The - Return to the Great Valley (USA);Sony PlayStation;;2000;Universal;;;;;;;;;;;
Largo Winch - Commando SAR (USA);Largo Winch - Commando SAR (USA);Sony PlayStation;;;;;;;;;;;;;;
Last Report, The (Europe) (En,Fr);Last Report, The (Europe) (En,Fr);Sony PlayStation;;;;;;;;;;;;;;
Legacy of Kain - Soul Reaver (USA);Legacy of Kain - Soul Reaver (USA);Sony PlayStation;;1999;Eidos;Action;1;;;;;;;;;
Legend (Europe);Legend (Europe);Sony PlayStation;;1998;Funsoft;Action;2;;;;;;;;;
Legend of Dragoon, The (USA);Legend of Dragoon, The (USA);Sony PlayStation;;2000;Sony;Role-Playing;1;;;;;;;;;
Legend of Legaia (USA);Legend of Legaia (USA);Sony PlayStation;;1999;Sony Computer Entertainment;Role-Playing;1;;;;;;;;;
Legend of Mana (USA);Legend of Mana (USA);Sony PlayStation;;2000;Squaresoft;Action / Role-Playing;1;;;;;;;;;
Legend of Mulan (Europe) (En,Fr,De);Legend of Mulan (Europe) (En,Fr,De);Sony PlayStation;;;;;;;;;;;;;;
Legend of Pocahontas (Europe) (En,De,Nl);Legend of Pocahontas (Europe) (En,De,Nl);Sony PlayStation;;;;;;;;;;;;;;
Lemmings & Oh No! More Lemmings (USA);Lemmings & Oh No! More Lemmings (USA);Sony PlayStation;;1998;SCEE;Puzzle;1;;;;;;;;;
Lethal Enforcers I & II (USA);Lethal Enforcers I & II (USA);Sony PlayStation;;1997;Konami;Shooter;2;;;;;;;;;
LiberoGrande (Europe);LiberoGrande (Europe);Sony PlayStation;;;;;;;;;;;;;;
Liberogrande International (Europe) (En,Fr,De,Es,It);Liberogrande International (Europe) (En,Fr,De,Es,It);Sony PlayStation;;2000;Namco;Sports;2;;;;;;;;;
Lion and the King (Europe) (En,Fr,De);Lion and the King (Europe) (En,Fr,De);Sony PlayStation;;;;;;;;;;;;;;
Lion and the King 2 (Europe) (En,Fr,De);Lion and the King 2 (Europe) (En,Fr,De);Sony PlayStation;;;;;;;;;;;;;;
Little Big Adventure (Europe) (En,Fr,De,Es,It);Little Big Adventure (Europe) (En,Fr,De,Es,It);Sony PlayStation;;1996;Electronic Arts;Action / Adventure;1;;;;;;;;;
Live Wire! (Europe) (En,Fr,De,Es,It);Live Wire! (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;
Loaded (USA) (En,Fr);Loaded (USA) (En,Fr);Sony PlayStation;;1995;Gremlin Interactive;Action;2;;;;;;;;;
Lode Runner (USA);Lode Runner (USA);Sony PlayStation;;;;;;;;;;;;;;
London Racer (Europe);London Racer (Europe);Sony PlayStation;;;;;;;;;;;;;;
London Racer II (Europe);London Racer II (Europe);Sony PlayStation;;;;;;;;;;;;;;
Lone Soldier (Europe);Lone Soldier (Europe);Sony PlayStation;;1996;Telstar;Action / Adventure / Shooter;1;;;;;;;;;
Looney Tunes - Sheep Raider (USA) (En,Fr,Es,Pt);Looney Tunes - Sheep Raider (USA) (En,Fr,Es,Pt);Sony PlayStation;;2001;Infogrames;Stealth / Strategy;1;;;;;;;;;
Looney Tunes Racing (USA) (En,Fr,Es);Looney Tunes Racing (USA) (En,Fr,Es);Sony PlayStation;;2000;Infogrames;Racing;2;;;;;;;;;
Lord of the Jungle (Europe) (En,Fr,De,Nl);Lord of the Jungle (Europe) (En,Fr,De,Nl);Sony PlayStation;;;;;;;;;;;;;;
Lost World, The - Jurassic Park (USA);Lost World, The - Jurassic Park (USA);Sony PlayStation;;1997;Electronic Arts;Action;;;;;;;;;;
Lost World, The - Jurassic Park - Special Edition (USA);Lost World, The - Jurassic Park - Special Edition (USA);Sony PlayStation;;;;;;;;;;;;;;
Louvre - The Final Curse (Europe);Louvre - The Final Curse (Europe);Sony PlayStation;;;;Adventure;1;;;;;;;;;
Lucky Luke (USA);Lucky Luke (USA);Sony PlayStation;;1997;Infogrames;Action;1;;;;;;;;;
Lucky Luke - Western Fever (Europe) (En,Fr,De,Es,It,Nl);Lucky Luke - Western Fever (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;2011;Infogrames;Action;1;;;;;;;;;
Lunar - Silver Star Story Complete (USA);Lunar - Silver Star Story Complete (USA);Sony PlayStation;;1999;Working Designs;Role-Playing;1;;;;;;;;;
Lunar 2 - Eternal Blue Complete (USA);Lunar 2 - Eternal Blue Complete (USA);Sony PlayStation;;2000;Working Designs;Role-Playing;1;;;;;;;;;
M&M's - Shell Shocked (USA);M&M's - Shell Shocked (USA);Sony PlayStation;;2001;Simon & Schuster;Action;;;;;;;;;;
MDK (USA);MDK (USA);Sony PlayStation;;;;;;;;;;;;;;
MLB 2000 (USA);MLB 2000 (USA);Sony PlayStation;;1999;Sony;Sports;2;;;;;;;;;
MLB 2001 (USA);MLB 2001 (USA);Sony PlayStation;;;;;;;;;;;;;;
MLB 2002 (USA);MLB 2002 (USA);Sony PlayStation;;;;;;;;;;;;;;
MLB 2003 (USA);MLB 2003 (USA);Sony PlayStation;;;;;;;;;;;;;;
MLB 2004 (USA);MLB 2004 (USA);Sony PlayStation;;2003;989 Sports;Sports;;;;;;;;;;
MLB 2005 (USA);MLB 2005 (USA);Sony PlayStation;;2004;989 Sports;Sports;;;;;;;;;;
MLB 98 (USA);MLB 98 (USA);Sony PlayStation;;;;;;;;;;;;;;
MLB 99 (USA);MLB 99 (USA);Sony PlayStation;;;;;;;;;;;;;;
MLB Pennant Race (USA);MLB Pennant Race (USA);Sony PlayStation;;1996;Sony Computer Entertainment;Sports;2;;;;;;;;;
MTV Celebrity Deathmatch (USA);MTV Celebrity Deathmatch (USA);Sony PlayStation;;2003;Gotham Games;Sports;;;;;;;;;;
MTV Music Generator (USA);MTV Music Generator (USA);Sony PlayStation;;1999;Codemasters;Music / Puzzle;1;;;;;;;;;
MTV Sports - Pure Ride (USA);MTV Sports - Pure Ride (USA);Sony PlayStation;;;;;;;;;;;;;;
MTV Sports - Skateboarding featuring Andy Macdonald (USA);MTV Sports - Skateboarding featuring Andy Macdonald (USA);Sony PlayStation;;2000;Thq;Sports;2;;;;;;;;;
MTV Sports - Snowboarding (USA);MTV Sports - Snowboarding (USA);Sony PlayStation;;1999;THQ;Sports;2;;;;;;;;;
MTV Sports - T.J. Lavin's Ultimate BMX (USA);MTV Sports - T.J. Lavin's Ultimate BMX (USA);Sony PlayStation;;;;;;;;;;;;;;
Machine Head (USA);Machine Head (USA);Sony PlayStation;;;;;;;;;;;;;;
Machine Hunter (USA);Machine Hunter (USA);Sony PlayStation;;1997;MGM Interactive;Shooter;2;;;;;;;;;
Macross - The Super Dimension Fortress - Do You Remember Love (Japan);Macross - The Super Dimension Fortress - Do You Remember Love (Japan);Sony PlayStation;;;;;;;;;;;;;;
Macross - VF-X 2 (Japan);Macross - VF-X 2 (Japan);Sony PlayStation;;1999;Bandai;Action / Shooter;1;;;;;;;;;
Madden NFL 2000 (USA);Madden NFL 2000 (USA);Sony PlayStation;;1999;EA Sports;Sports;4+;;;;;;;;;
